title,category
A Demon Bound,None
Legacy of Lies,___ of ___
Doctor Who: Magic of the Angels,___ of ___
"Essential Fantastic Four, Vol. 1",None
The Quest for Paradise: The Return to the Kingdom of Fantasy,___ of ___
Burn For Me,None
Blood Magic,None
Blacksad,One Word
The Minotaur Takes a Cigarette Break,None
"Gin Tama, Vol. 1",None
The Rise of Darth Vader,___ of ___
The Buntline Special,The Adj Noun
Influx,One Word
Wolverine,One Word
Storm Born,None
Awake and Dreaming,___ and ___
Jim Butcher Box Set #2,None
Hunted,One Word
The Hunted One,The Adj Noun
The Last Stormlord,The Adj Noun
A Charming Magic,None
"30 Days of Night, Vol. 1",___ of ___
Angel Eyes,None
Kiss of the Butterfly,___ of ___
Love Minus Eighty,None
The Genesis Quest,The Adj Noun
Bond of Darkness,___ of ___
Elias Zapple's Rhymes from the Cabbage Patch,None
What-the-Dickens: The Story of a Rogue Tooth Fairy,___ of ___
Innocent Darkness,None
Plague Nation,None
Time Is the Simplest Thing,None
Between the Spark and the Burn,___ and ___
Darkness Avenged,None
The Reluctant Mage,The Adj Noun
The Matador's Crown,The Adj Noun
Ivey and the Airship,___ and ___
Born of Hatred,___ of ___
Ashes to Ashes,None
Trapped,One Word
"The Complete ElfQuest, Volume One",None
Enter the Uncreated Night,None
Everlasting,One Word
Fuzzy Nation,None
"Avatar: The Last Airbender: The Promise, Part 3",None
Midnight Crossroad,None
The Wizard of Oz and Other Wonderful Books of Oz: The Emerald City of Oz and Glinda of Oz,___ of ___
Like a Charm,None
The Second Chronicles of Amber,___ of ___
The Stolen,"""The"" One Word"
The Grimm Conclusion,The Adj Noun
The Gray Wolf and Other Fantasy Stories,___ and ___
The MacKinnon Curse,The Adj Noun
Fractured Fairy Tales of the Twilight Zone,___ of ___
Doctor Who: Dead of Winter,___ of ___
Tailing Her,None
"Annihilation, Book One",None
Dragon's Breath,None
The Isle of Blood,___ of ___
Matched Trilogy Box Set,None
Winter in Eden,None
Busted Flush,None
Willful Child,None
Battle of the Ampere,___ of ___
Dreadnaught,One Word
Yendi,One Word
Year Zero,None
The Vanishing Girl,The Adj Noun
What Would Satan Do?,None
BookRags Summary: A Storm of Swords,___ of ___
2001 A SPACE ODYSSEY/2010 ODYSSEY TWO/2061 ODYSSEY THREE/3001 THE FINAL ODYSSEY,None
As She Climbed Across the Table,None
Arkadia,One Word
Air Bound,None
Stone,One Word
California Angel,None
Ultimatum Of The Nameless God,___ of ___
The Murmurings,"""The"" One Word"
Sevara: Dawn of Hope,___ of ___
Endsinger,One Word
Plague of Knives,___ of ___
Burning Dawn,None
Maid Marian,None
Holding Wonder,None
Heritage,One Word
Restoration,One Word
Awakened,One Word
Irish trilogy collection,None
Picture the Dead,None
The Mirror of Merlin,___ of ___
Dashing Through the Stars,None
Principles of Angels,___ of ___
Dysmorphic Kingdom,None
City of Dark Magic,___ of ___
Lex Trent Versus the Gods,None
Devil's Playground,None
A Shocker on Shock Street,None
The Robber Knight,The Adj Noun
Redemption,One Word
A World Away,None
A Little Princess,None
The Queen of Traitors,___ of ___
Peter Pan in Kensington Gardens,None
Third Starlighter,None
Emotions,One Word
King Tomb,None
Soldier,One Word
True Names and the Opening of the Cyberspace Frontier,___ of ___
Stillwell,One Word
Phoenix,One Word
Deadlocked,One Word
Burning Ambition,None
Firefly Beach,None
The Remedy,"""The"" One Word"
Neversuch House,None
Daughter of the Drackan,___ of ___
White Horses,None
Angel of the West Window,___ of ___
On the Day I Died: Stories from the Grave,None
"Attack on Titan: No Regrets, Vol. 2",None
Samara's Peril,None
Monstrous,One Word
"Om, the Secret of Ahbor Valley",___ of ___
Dying to Forget,None
Jacinto's Remnant,None
Desolate Angel,None
Dragonswan,One Word
The Giraffe and the Pelly and Me,___ and ___
Black Magic,None
The Black River Chronicles: Level One,None
The Devil Rides Out,None
Refuge for Masterminds,None
Shadow of the Red Moon,___ of ___
"Soulless: The Manga, Vol. 1",None
Somber Island,None
Sparrow Hill Road,None
The Selection Series Collection,None
The Incarnations,"""The"" One Word"
Burn,One Word
Bridge of Valor,___ of ___
Dreamland Social Club,None
Peter Darling,None
The Scribe,"""The"" One Word"
The Maid's War,The Adj Noun
Underground Airlines,None
The Fairy Wren,The Adj Noun
Run To Earth,None
The Blessing of Pan,___ of ___
Samantha the Swimming Fairy,None
Marune: Alastor 933,None
Circle of Stones,___ of ___
The Caphenon,"""The"" One Word"
Secret Origins,None
Protected,One Word
Gateways to Abomination: Collected Short Fiction,None
The Rainbow Fish,The Adj Noun
Captive,One Word
Small Gods: A Discworld Graphic Novel,None
Lost Voices,None
Devices and Desires,___ and ___
Runtime,One Word
Fall of Hades,___ of ___
The Tournament,"""The"" One Word"
The Faerie Locket: A Companion Novel to A Practical Guide to Fairies,None
From The Falls,None
Forbidden Sea,None
The Bone Witch,The Adj Noun
Shutter,One Word
Betrayer,One Word
Politically Correct Bedtime Stories,None
The Night Masquerade,The Adj Noun
The Silver Mask,The Adj Noun
The Andalite Chronicles,The Adj Noun
Smoke in the Sun,None
Better Homes and Hauntings,___ and ___
Dionna's Warrior,None
Obsessed,One Word
"Ink, Iron, and Glass",___ and ___
Battlemage,One Word
Ruin,One Word
Blood and Tempest,___ and ___
Hilda and the Troll,___ and ___
Good Dog,None
Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,___ of ___
Jack of Thorns,___ of ___
Slow River,None
Nick of Time,___ of ___
Dare Mighty Things,None
Windborn,One Word
Oh! My Useless Goddess!,None
Whichwood,One Word
The Complete Hitchhiker's Guide to the Galaxy: The Trilogy of Five,___ of ___
The Wishing Chair Collection,None
The Scourge,"""The"" One Word"
Nowhere Near You,None
The Silence of the Girls,___ of ___
Magic Outside the Box,None
The Forbidden Wish,The Adj Noun
Zodiac Academy: The Reckoning,None
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",___ of ___
Assassin's Creed: The Secret Crusade,None
The Land: Founding,The Adj Noun
"Dragonology (Ologies, #1)",None
Kernstaub: Über den Staub an Schmetterlingsflügeln,None
The Engine Woman's Light,None
Gabriel García Márquez: One Hundred Years of Solitude,___ of ___
Midnighter and Apollo,___ and ___
All These Worlds,None
Thirteen Rising,None
Games of Fire,___ of ___
Steel Tide,None
The Cursed Fae King,None
The Gladiator's Downfall,The Adj Noun
Navigating the Stars,None
Wandfasted,One Word
Camp So-and-So,None
"To Be Taught, If Fortunate",None
Sin & Chocolate,___ and ___
The Rise of Nazil,___ of ___
"The Amazing Spider-Man, Vol. 1: Coming Home",None
A Sky Beyond the Storm,None
Bailey's Story,None
Third Grade Mermaid,None
Pathfinder's Way,None
The Library of the Unwritten,___ of ___
Agents of Dreamland,___ of ___
Uzumaki,One Word
Dire Destiny of Ours,___ of ___
"Saga, Vol. 6",None
The Skin Map,The Adj Noun
Race to the Sun,None
The Rise of Kyoshi,___ of ___
I Have No Mouth & I Must Scream,___ and ___
The Evolution of Claire,___ of ___
The Shadow Saint,The Adj Noun
City of Illusions,___ of ___
My Midnight Moonlight Valentine,None
Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,___ of ___
Birthright,One Word
An Unkindness of Ghosts,___ of ___
Serafina and the Black Cloak,___ and ___
Gravity Falls: Journal 3,None
"The Boy, The Bird and The Coffin Maker",___ and ___
American Front,None
Fancies and Goodnights,___ and ___
With a Single Spell,None
Hex Education,None
Haley Cork And The Blue Door: The Doors Of Veselago,___ of ___
The Rapture: In the Twinkling of an Eye / Countdown to the Earth's Last Days,___ of ___
Schild's Ladder,None
The Outlaws of Sherwood,___ of ___
Warriors: Battles of the Clans,___ of ___
Centaur Aisle,None
The Outback Stars,The Adj Noun
Far North,None
Straight Silver,None
Mad Shadows,None
The Gypsy Crown,The Adj Noun
Girls That Growl,None
Book of Love,___ of ___
Captain Sinbad,None
Magic in the Shadows,None
If I Pay Thee Not in Gold,None
The Edge Chronicles 10: The Immortals: The Book of Nate,___ of ___
Into the Wild,None
Madeleine's Ghost,None
Ancient Sorceries and Other Weird Stories,___ and ___
Masked by Moonlight,None
The Healer's Keep,The Adj Noun
The Glamour,"""The"" One Word"
Snakecharm,One Word
Mr. Murder,None
The Complete Compleat Enchanter,None
Rootabaga Stories,None
Knight of a Trillion Stars,___ of ___
Circles in the Stream,None
Gloriana,One Word
Highland Beast,None
Don’t Bite the Sun,None
Roverandom,One Word
Breathless,One Word
Other,One Word
Madwand,One Word
The Time Wanderers,The Adj Noun
The Robot Novels: The Caves of Steel / The Naked Sun / The Robots of Dawn,___ of ___
Elizabeth's Wolf,None
"Spider-Man Loves Mary Jane, Volume 1",None
The Stone Gods,The Adj Noun
"NORA: The Last Chronicle of Devildom, Vol. 1",___ of ___
Kingdom of Twilight,___ of ___
Maledicte,One Word
Souls in the Great Machine,None
The World of Ptavvs,___ of ___
Promethea: Book One,None
The Book of Night with Moon,___ of ___
The Raven Ring,The Adj Noun
47,One Word
A Gathering of Crows,___ of ___
Mogworld,One Word
The Last Dancer,The Adj Noun
The Philip K. Dick Reader,None
Dynasty of Rogues,___ of ___
Crushed Seraphim,None
Shadow,One Word
The Gap Into Ruin: This Day All Gods Die,None
"Fullmetal Alchemist, Vol. 2",None
Hieroglyphic Tales,None
The Rest Falls Away,None
Home,One Word
Noon: 22nd Century,None
Artemis the Brave,None
Nine Lives,None
The Unloved,"""The"" One Word"
BZRK,One Word
Avatar Volume 7: The Last Airbender,None
Blood Awakening,None
"Magic Knight Rayearth I, Vol. 1",None
Lois & Clark: A Superman Novel,___ and ___
Larklight,One Word
My Clockwork Muse (The Poe Files Mysteries),None
Still Waters,None
Wasteland,One Word
Sacrificial Magic,None
Lady & the Vamp,___ and ___
The Wrinkle in Time Quintet - Digest Size Boxed Set,None
Destined,One Word
Dangerous Tides,None
Undeadly,One Word
"Nightmare at 20,000 Feet",None
"Berserk, Vol. 34",None
Space Family Stone,None
Runt,One Word
Rose,One Word
Ameca J and the Revenge of Rex-Ultar,___ of ___
Canticle,One Word
Two and Twenty Dark Tales: Dark Retellings of Mother Goose Rhymes,___ of ___
Liza Lou and the Yeller Belly Swamp,___ and ___
"Dead Girls, Dead Boys, Dead Things",None
Fast-Tracked,One Word
The Fractal Prince,The Adj Noun
Death's Daughter,None
Claim to Fame,None
Vellum,One Word
Damon,One Word
Savior,One Word
The Spindlers,"""The"" One Word"
Bleeding Hearts,None
Archie: The Married Life Book 1,None
Enlightened,One Word
The Book of the Dun Cow,___ of ___
Deceptions,One Word
Legion,One Word
The Witch Sisters,The Adj Noun
Spiritwalk,One Word
Winter Eve,None
Tersias the Oracle,None
Kiss of Night,___ of ___
"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",None
The Nine Lives of Chloe King,___ of ___
The Dark at the End,None
The Ships of Merior,___ of ___
The Sword and the Lion,___ and ___
Spur of the Moment,___ of ___
"Dawn of the Arcana, Vol. 01",___ of ___
Legacy of a Dreamer,___ of ___
The Charmed Sphere,The Adj Noun
Forbidden,One Word
A Modern Witch,None
The Palace Job,The Adj Noun
The Screaming Codpiece,The Adj Noun
The Sundering Flood,The Adj Noun
The World on Blood,None
"Green Lantern, Volume 8: Agent Orange",None
The Dodgeball Chronicles,The Adj Noun
Falling,One Word
The Wretched of Muirwood,___ of ___
Viking Warrior,None
Fracture,One Word
The Sword of Waters,___ of ___
A House Like a Lotus,None
Lucky Starr and the Oceans of Venus,___ of ___
Snow White Sorrow,None
Kiss of Steel,___ of ___
Eve of Darkness,___ of ___
Betrothed,One Word
Breath of Angel,___ of ___
Call of the Raven,___ of ___
"Bloody Kiss, Vol. 01",None
The Runelords,"""The"" One Word"
"The Immortals After Dark Collection: Dreams Of A Dark Warrior, Demon From The Dark, A Hunger Like No Other (Immortals After Dark, #2, 10, 11)",___ of ___
Katana,One Word
Invisible City,None
When Stars Die,None
The Warlock King,The Adj Noun
Dreamsnake,One Word
My Wolf King,None
Who Fears The Devil?,None
The Positronic Man,The Adj Noun
The Clockwork Scarab,The Adj Noun
Atlantean,One Word
First Moon,None
Mouse Guard: Fall 1152,None
The Mysterious Benedict Society Collection,None
Bang,One Word
Children of the Serpent Gate,___ of ___
The Cup and the Crown,___ and ___
Flag in Exile,None
Ashes and Ice,___ and ___
Nightshifted,One Word
The Very Persistent Gappers of Frip,___ of ___
Target,One Word
First Contact,None
Dark Day in the Deep Sea,None
Possess,One Word
Old Mother West Wind,None
Temptation,One Word
The White Order,The Adj Noun
The Incredible Adventures of Professor Branestawm,___ of ___
The Brotherhood of Piaxia,___ of ___
A Charming Spell,None
The Glass Sentence,The Adj Noun
Curse of the Thirteenth Fey: The True Tale of Sleeping Beauty,___ of ___
Live Girls,None
The Mysterious Corridor,The Adj Noun
Hapenny Magick,None
Slow Sculpture,None
Charmed Vengeance,None
Kindling the Moon,None
Hunted,One Word
The Heaven Tree,The Adj Noun
Haunted Moon,None
Forever,One Word
The Shadow Cabinet,The Adj Noun
Emanate,One Word
Black Howl,None
Volcrian's Hunt,None
Hothouse Flower and the Nine Plants of Desire,___ of ___
Tear of the Gods,___ of ___
Hollow Earth,None
Marked / Betrayed / Chosen / Untamed,None
The Patchwork House,The Adj Noun
Fairy Bad Day,None
The Gramm Curse,The Adj Noun
The Final Redemption,The Adj Noun
Where Silence Gathers,None
Mist,One Word
The Tower of Sorcery,___ of ___
The Status Civilization,The Adj Noun
The Tenth Insight: Holding the Vision,None
Beholding Bee,None
The Chronicles of Amber: Volume I,___ of ___
Half the World,None
Magic Under Glass,None
The Sanctuary,"""The"" One Word"
"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",None
Gabriel Finley and the Raven's Riddle,___ and ___
The Death of Captain Marvel,___ of ___
Quicksilver,One Word
The Mummy,"""The"" One Word"
Return to Eden,None
Suicide Kings,None
The Raising,"""The"" One Word"
Regarding Ducks and Universes,___ and ___
Time Dancers,None
Orb Sceptre Throne,None
"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka",___ of ___
Ice Kissed,None
"The Journey to the West, Volume 1",None
Giants of the Frost,___ of ___
The Star Dwellers,The Adj Noun
Tied,One Word
Oblivion,One Word
Once Upon a Frog,None
Spirit Bound,None
AlterWorld,One Word
Wraithsong,One Word
Tooth and Claw,___ and ___
Soulmates,One Word
Jinx,One Word
The Crane Wife,The Adj Noun
Illusion,One Word
Forged in Ice,None
HIDDEN MICKEY 4: Wolf! Happily Ever After?,None
The Fires of Merlin,___ of ___
Wolf's-own: Ghost,None
Choices of One,___ of ___
The Moth in the Mirror,None
The Ghost Roads,The Adj Noun
The Web of Arachnos,___ of ___
A Shade of Dragon,___ of ___
The Old Man and the Wasteland,___ and ___
The Dead Girls of Hysteria Hall,___ of ___
Why Is This Night Different from All Other Nights?,None
Everlasting,One Word
The Twelve Kingdoms: Sea of Shadow,___ of ___
Dangerous,One Word
The Shadowhand Covenant,The Adj Noun
Wray,One Word
Far Away,None
The Death Catchers,The Adj Noun
Destined for Doon,None
From Darkness Won,None
Mutineer,One Word
The Valiant,"""The"" One Word"
The Faerie Guardian,The Adj Noun
King of the Khyber Rifles,___ of ___
A Whisper of Leaves,___ of ___
Anvil Gate,None
"Revival, Vol. 1: You're Among Friends",None
The Mind Thing,The Adj Noun
When,One Word
Blood Faerie,None
No Mercy,None
"Natsume's Book of Friends, Vol. 10",___ of ___
Eternity Fades,None
The Engineered Throne,The Adj Noun
Enthralled: Paranormal Diversions,None
The World of Ice and Fire: The Untold History of Westeros and the Game of Thrones,___ of ___
Half-Off Ragnarok,None
Freeks,One Word
Secret Sacrament,None
Navigatio,One Word
Call the Lightning,None
Coraline: A Visual Companion,None
Blaze,One Word
"The Complete Stories of Theodore Sturgeon, Volume 1: The Ultimate Egoist",___ of ___
Cauldron of Iniquity,___ of ___
Horrorstör,One Word
Say Her Name,None
Magic by Moonlight,None
Threadbare: A Short Story,None
Dreamlander,One Word
The Elementals,"""The"" One Word"
Brittany The Basketball Fairy,None
Dying is a Wild Night,None
