title,series,author,rating,pages,publishDate,numRatings,category
Saints Astray,Santa Olivia #2,"Jacqueline Carey (Goodreads Author), Susan Ericksen (Narrator)",3.62,368,2011-11-22,2832,None
The Napoleon of Notting Hill,N/A,G.K. Chesterton,3.85,188,2008-07-30,2831,Blank of Blank
Hunger Untamed,Feral Warriors #5,Pamela Palmer,4.16,357,2011-02-22,2831,None
Gallows Hill,N/A,Lois Duncan,3.76,240,1998-09-08,2830,None
The Death House,N/A,Sarah Pinborough (Goodreads Author),3.65,288,2015-02-26,2830,The Adjective Noun
Darkness Calls,Hunter Kiss #2,Marjorie M. Liu (Goodreads Author),3.93,303,2009-06-30,2830,None
The Black Tattoo,N/A,Sam Enthoven,3.49,503,2006-10-05,2828,The Adjective Noun
A Taste for a Mate,Redwood Pack #1,Carrie Ann Ryan (Goodreads Author),3.93,136,2012-02-01,2828,None
Captivated,Affliction #1,E.M. Jade (Goodreads Author),3.90,375,2011-12-01,2826,One Word
Brothers to the Death,The Saga of Larten Crepsley #4,Darren Shan (Goodreads Author),4.45,272,2012-05-15,2826,None
Nova Express,The Nova Trilogy #3,William S. Burroughs,3.67,192,1994-01-21,2824,None
"Annihilation, Book One",Annihilation (Collected Editions) #1,"Dan Abnett (Goodreads Author) (Writer), Keith Giffen (Writer), Andy Lanning (Writer), Mitch Breitweiser (Illustrations), Scott Kolins (Illustrations), Ariel Olivetti (Illustrations), Kev Walker (Illustrations)",3.98,256,2007-03-07,2823,None
Shrine,N/A,James Herbert,3.82,534,1999-04-01,2820,One Word
Conjured,N/A,Sarah Beth Durst (Goodreads Author),3.59,368,2013-09-03,2820,One Word
The Griffin & Sabine Trilogy,Griffin & Sabine #1-3,Nick Bantock,4.37,142,1994-11-01,2819,None
A Bad Spell for the Worst Witch,The Worst Witch #3,Jill Murphy,4.03,128,1991-10-01,2818,None
The Atlas of Pern,Pern (Chronological Order,Karen Wynn Fonstad,4.21,170,1984-11-01,2818,Blank of Blank
What a Ghoul Wants,Ghost Hunter Mystery #7,Victoria Laurie (Goodreads Author),4.13,352,2012-12-24,2818,None
Herr aller Dinge,Herr aller Dinge #1,Andreas Eschbach,4.15,687,1905-07-03,2817,None
"""Slowly, Slowly, Slowly,"" said the Sloth",N/A,"Eric Carle, Jane Goodall (Foreword by)",3.96,32,2007-05-10,2817,None
Sweet Legacy,Medusa Girls #3,Tera Lynn Childs (Goodreads Author),3.98,384,2013-09-03,2814,None
Dancing with the Devil,Nikki & Michael #1,Keri Arthur (Goodreads Author),3.74,230,2001-03-01,2814,None
Undeadly,The Reaper Diaries #1,Michele Vail (Goodreads Author),3.64,272,2012-11-20,2813,One Word
Aphrodite the Diva,Goddess Girls #6,"Joan Holub (Goodreads Author), Suzanne Williams, Glen Hanson",4.28,277,2011-08-09,2813,None
Mine to Take,Matrix of Destiny #3,Dara Joy,4.09,391,1998-11-01,2813,None
Graceful,Willow Falls #5,Wendy Mass (Goodreads Author),4.21,246,2015-04-28,2812,One Word
শঙ্কু সমগ্র,Professor Shonku #1-8,"Satyajit Ray (Author & Illustrator), সমীর সরকার (Illustrator)",4.59,648,2022-01-03,2811,None
Song of Scarabaeus,Scarabaeus #1,Sara Creasy (Goodreads Author),3.62,354,2010-04-27,2811,Blank of Blank
The Manuscript Found in Saragossa,N/A,"Jan Potocki, Ian Maclean (Translator)",4.11,631,1996-03-07,2810,None
Thunder and Shadow,Warriors: A Vision of Shadows #2,Erin Hunter,4.49,352,2016-09-06,2810,Blank and Blank
在這裡,One Piece #31,"Eiichiro Oda, 尾田榮一郎, 方郁仁 (Translator)",4.46,200,2003-12-25,2809,One Word
S is for Space,N/A,Ray Bradbury,4.11,210,1972-06-01,2809,None
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 12",Tsubasa: RESERVoir CHRoNiCLE #12,"CLAMP, William Flanagan (Translator)",4.31,184,2007-01-30,2808,None
Lord of Snow and Shadows,Tears of Artamon #1,Sarah Ash (Goodreads Author),3.69,574,2004-06-29,2808,Blank of Blank
The China Garden,N/A,Liz Berry,4.10,288,1999-10-06,2807,The Adjective Noun
El origen perdido,N/A,Matilde Asensi (Goodreads Author),3.74,558,2022-09-03,2807,None
A Dash of Magic,The Bliss Bakery #2,"Kathryn Littlewood, Erin Mcguire (Goodreads Author) (Illustrations)",4.12,368,2013-02-12,2807,Blank of Blank
Time Travelling with a Hamster,N/A,Ross Welford,4.12,400,2015-12-31,2806,None
The Hidden Past,Star Wars: Jedi Apprentice #3,Jude Watson (Goodreads Author),3.74,138,1999-08-01,2806,The Adjective Noun
The 13th Hour,N/A,Richard Doetsch (Goodreads Author),3.84,352,2009-12-29,2805,The Adjective Noun
"Soulless: The Manga, Vol. 2",The Parasol Protectorate Manga #2,"Gail Carriger (Goodreads Author), Rem (Art and Adaptation), Priscilla Ham(Art and Adaptation)",4.24,242,2012-11-20,2805,None
Shadowmagic,Shadowmagic #1,John Lenahan,3.95,278,2008-08-01,2805,One Word
The Lady of the Sorrows,The Bitterbynde #2,Cecilia Dart-Thornton (Goodreads Author),3.84,611,1905-06-25,2803,Blank of Blank
Chains of Ice,The Chosen Ones #3,Christina Dodd (Goodreads Author),4.07,424,2010-07-06,2802,Blank of Blank
Heaven Official’s Blessing [天官赐福],N/A,墨香铜臭,4.66,1408,2018-04-20,2801,Blank of Blank
Seven Gothic Tales,N/A,Isak Dinesen,3.92,420,1991-12-03,2800,None
Rogue Descendant,Nikki Glass #3,Jenna Black (Goodreads Author),3.89,370,2013-04-28,2800,None
"Mirror, Mirror",N/A,Jen Calonita (Goodreads Author),3.86,344,2019-04-02,2799,None
Karolcia,Karolcia #1,"Maria Krüger, Halina Bielińska (Illustrator)",3.69,133,2022-01-08,2799,One Word
Freeks,N/A,Amanda Hocking (Goodreads Author),3.71,400,2017-01-03,2799,One Word
The Resort,N/A,Bentley Little,3.68,392,2004-09-07,2799,The One Word
Romeo Redeemed,Juliet Immortal #2,Stacey Jay (Goodreads Author),3.69,384,2012-10-09,2798,None
The Crowfield Curse,Crowfield Abbey #1,Pat Walsh (Goodreads Author),3.82,322,1905-07-02,2798,The Adjective Noun
"Hellboy, Vol. 10: The Crooked Man and Others",Hellboy #10,"Mike Mignola, Joshua Dysart (Goodreads Author), Richard Corben (Illustrator), Jason Shawn Alexander (Illustrator), Duncan Fegredo (Illustrator)",4.22,160,2010-06-09,2797,Blank and Blank
Some Quiet Place,Some Quiet Place #1,Kelsey Sutton (Goodreads Author),3.82,331,2013-07-08,2796,None
The Nightly News,The Nightly News #1-6,Jonathan Hickman,3.86,154,2011-09-15,2795,The Adjective Noun
Il Corsaro Nero,I corsari delle Antille #1,"Emilio Salgari, Giuseppe Gamba (Illustrator)",3.91,366,1905-06-20,2794,None
Dying to Forget,The Station #1,Trish Marie Dawson (Goodreads Author),4.01,179,2022-01-16,2793,None
Lightsabers,Star Wars: Young Jedi Knights #4,"Kevin J. Anderson (Goodreads Author), Rebecca Moesta (Goodreads Author)",3.72,240,1999-03-01,2792,One Word
Sword-Born,Tiger and Del #5,"Jennifer Roberson (Goodreads Author), Jim Burns (Illustrator)",4.04,414,1999-03-01,2791,One Word
Madly,Madly #1,Michelle Leighton (Goodreads Author),3.77,57,2022-06-11,2788,One Word
The Complete Science Fiction Treasury of H.G. Wells,N/A,H.G. Wells,4.14,860,2001-02-29,2788,Blank of Blank
Helen and Troy's Epic Road Quest,N/A,A. Lee Martinez (Goodreads Author),4.02,300,2013-07-16,2787,Blank and Blank
The Study Series Bundle,Poison Study #1-3,Maria V. Snyder (Goodreads Author),4.46,1027,2008-03-01,2786,None
Just a Couple of Days,N/A,Tony Vigorito (Goodreads Author),3.63,400,2007-04-02,2786,Blank of Blank
L'Alliance des Trois,Autre-Monde #1,Maxime Chattam,3.97,496,2008-11-03,2784,None
The Legend of Zelda: Ocarina of Time - Part 2,The Legend of Zelda #2,Akira Himekawa,4.35,200,2008-12-02,2784,Blank of Blank
Rowan and the Travelers,Rowan of Rin #2,Emily Rodda (Goodreads Author),3.91,192,2004-02-17,2783,Blank and Blank
"The Absolute Sandman, Volume Five",The Absolute Sandman #5,"Neil Gaiman (Goodreads Author) (Writer), P. Craig Russell (Illustrator), Yoshitaka Amano (Illustrator), Teddy Kristiansen (Goodreads Author) (Illustrator), Milo Manara (Illustrator), Miguelanxo Prado (Illustrator), Barron Storey (Illustrator), Bill Sienkiewicz (Illustrator), more…",4.67,520,2011-11-08,2783,None
"Hideyuki Kikuchi's Vampire Hunter D, Volume 01",Hideyuki Kikuchi's Vampire Hunter D #1,"Saiko Takaki (Adapter), Hideyuki Kikuchi (Creator), Saiko Takaki (Illustrator)",4.12,250,2007-11-14,2782,None
Pandora Hearts 10,Pandora Hearts #10,"Jun Mochizuki, Jun Mochizuki",4.49,178,2009-11-27,2782,None
Zombie Haiku: Good Poetry for Your...Brains,N/A,Ryan Mecum (Goodreads Author),3.78,160,2008-07-14,2781,None
Thendara House,Darkover - Publication Order #18,Marion Zimmer Bradley,3.97,414,1983-09-01,2781,None
"xxxHolic, Vol. 5",xxxHOLiC #5,"CLAMP, William Flanagan (Translator)",4.30,176,2005-05-31,2780,None
Fiendish,N/A,Brenna Yovanoff (Goodreads Author),3.60,341,2014-08-14,2778,One Word
Das Lächeln der Fortuna,Waringham #1,Rebecca Gablé,4.34,1021,2022-05-01,2777,None
Tangled Tides,The Sea Monster Memoirs #1,Karen Amanda Hooper (Goodreads Author),3.92,290,2013-10-14,2776,None
Blood Prophecy,Drake Chronicles #6,Alyxandra Harvey (Goodreads Author),4.20,496,2013-02-14,2776,None
Kitab-ül Hiyel,N/A,İhsan Oktay Anar,4.14,144,1996-05-01,2776,None
I Crawl Through It,N/A,A.S. King (Goodreads Author),3.52,336,2015-09-22,2773,None
The Rogue Crew,Redwall #22,"Brian Jacques, Sean Rubin (Illustrator)",4.19,387,2011-05-03,2773,The Adjective Noun
Crossroads,Crossroads Saga #1,Mary Ting (Goodreads Author),3.71,315,2011-07-29,2772,One Word
A Blight of Mages,"Kingmaker, Kingbreaker #0",Karen Miller,3.86,640,2011-08-04,2770,Blank of Blank
Only With a Highlander,Pine Creek Highlanders #5,Janet Chapman,4.31,384,2005-10-01,2769,None
"Gunnerkrigg Court, Volume 2: Research",Gunnerkrigg Court #2,Thomas Siddell,4.40,296,2010-03-30,2767,None
The Neptune Project,The Neptune Project #1,Polly Holyoke (Goodreads Author),4.24,340,2013-05-21,2766,The Adjective Noun
"The Clan MacRieve (Immortals After Dark, #2, #4 & #9)",N/A,Kresley Cole (Goodreads Author),4.66,959,2010-12-03,2765,None
House of Royals,House Of Royals #1,Keary Taylor (Goodreads Author),3.86,224,2015-06-21,2764,Blank of Blank
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 13",Tsubasa: RESERVoir CHRoNiCLE #13,"CLAMP, William Flanagan (Translator)",4.33,187,2007-06-12,2763,None
The Folklore of Discworld,Discworld Companion Books,"Terry Pratchett, Jacqueline Simpson",3.99,372,2008-10-07,2763,Blank of Blank
Finding Forgiveness,Poconos Pack #1,Dana Marie Bell (Goodreads Author),3.80,65,2011-07-05,2762,None
Killing Rocks,The Bloodhound Files #3,D.D. Barant (Goodreads Author),3.90,308,2010-12-28,2760,None
Desired,The Vampire Journals #5,Morgan Rice (Goodreads Author),3.83,360,2011-07-31,2759,One Word
"Black Magick, Vol. 1: Awakening",Black Magick #1,"Greg Rucka, Nicola Scott (Illustrator)",4.09,128,2016-04-27,2757,None
The Snail on the Slope,N/A,"Arkady Strugatsky, Boris Strugatsky",3.96,243,1983-08-01,2755,None
King Midas and the Golden Touch,N/A,"M. Charlotte Craft, Kinuko Y. Craft (Illustrations)",4.22,32,2003-09-23,2755,Blank and Blank
Deadlocked,Deadlocked #1,A.R. Wise (Goodreads Author),3.72,61,2011-12-20,2754,One Word
Illywhacker,N/A,Peter Carey,3.78,569,2004-08-05,2753,One Word
Eve of Destruction,Marked #2,S.J. Day (Goodreads Author),3.97,414,2009-06-02,2753,Blank of Blank
Madapple,N/A,Christina Meldrum (Goodreads Author),3.43,410,2008-05-13,2753,One Word
Green Mansions,N/A,W.H. Hudson,3.73,240,1998-11-19,2751,None
Toads and Diamonds,N/A,Heather Tomlinson (Goodreads Author),3.74,288,2010-03-30,2751,Blank and Blank
No Easy Hope,Surviving the Dead #1,James N. Cook (Goodreads Author),4.07,349,2011-11-08,2749,None
A Gift of Time,N/A,Jerry Merritt,4.18,353,2016-10-15,2749,Blank of Blank
The Garden of Forking Paths,N/A,"Jorge Luis Borges, George Guidall (Goodreads Author) (Narrator)",4.33,10,2010-06-24,2746,Blank of Blank
I Had Trouble in Getting to Solla Sollew,N/A,Dr. Seuss,4.21,72,1965-08-12,2745,None
The Robot Novels: The Caves of Steel / The Naked Sun / The Robots of Dawn,Robot #1-3,Isaac Asimov,4.41,684,1988-08-12,2744,Blank of Blank
Stay the Night,Darkyn #7,Lynn Viehl,4.12,317,2009-01-06,2743,None
Ghosts of Ascalon,Guild Wars #1,"Matt Forbeck (Goodreads Author), Jeff Grubb",3.72,370,2010-07-27,2743,Blank of Blank
Club Vampyre,"Anita Blake, Vampire Hunter #1-3",Laurell K. Hamilton (Goodreads Author),4.45,727,1905-06-19,2743,None
The Dresden Files Collection 1-6,The Dresden Files #1-6,Jim Butcher (Goodreads Author),4.57,1900,2018-12-28,2743,None
"Battle Angel Alita, Volume 03: Killing Angel",Battle Angel Alita / Gunnm #3,Yukito Kishiro,4.25,207,2004-05-01,2741,None
Wrapped,Wrapped #1,Jennifer Bradbury,3.60,313,2011-05-24,2741,One Word
Fledgling,The Shapeshifter Chronicles #1,Natasha S. Brown (Goodreads Author),3.61,297,2012-01-14,2741,One Word
Hard Magic,Paranormal Scene Investigations #1,Laura Anne Gilman (Goodreads Author),3.61,329,2010-04-20,2740,None
Never Cry Wolf,Night Watch #4,Cynthia Eden (Goodreads Author),4.01,310,2011-06-28,2739,None
"Black Butler, Vol. 19",黒執事 [Kuroshitsuji] #19,"Yana Toboso, Tomo Kimura (Goodreads Author) (Translator)",4.47,176,2015-01-20,2739,None
The Hero's Lot,The Staff and the Sword #2,Patrick W. Carr (Goodreads Author),4.35,439,2013-07-15,2738,The Adjective Noun
War of the Witches,La Guerra de las Brujas #1,"Maite Carranza, Noël Baca Castex (Translator)",3.72,341,2008-05-27,2737,Blank of Blank
Come Hell or High Water,Broken Heart #6,Michele Bardsley (Goodreads Author),4.13,286,2010-01-05,2737,None
"""Repent, Harlequin!"" Said the Ticktockman",N/A,"Harlan Ellison, Rick Berry (Illustrator)",4.19,48,1997-10-01,2736,None
Limes inferior,N/A,Janusz A. Zajdel,4.27,284,1905-06-26,2736,None
"Neon Genesis Evangelion, Vol. 2",新世紀エヴァンゲリオン / Neon Genesis Evangelion #2,Yoshiyuki Sadamoto,4.18,166,1998-12-06,2736,None
Fade,In the Company of Shadows #4,"Ais (Goodreads Author), Santino Hassell (Goodreads Author)",4.57,1214,2013-03-02,2735,One Word
Into This River I Drown,N/A,T.J. Klune (Goodreads Author),4.18,400,2013-03-25,2735,None
Doctor Who: Touched By An Angel,Doctor Who: New Series Adventures #46,Jonathan Morris,4.10,237,2011-06-23,2733,None
Zenn Diagram,N/A,Wendy Brant (Goodreads Author),3.80,328,2017-04-04,2732,None
Queen of Angels,Queen of Angels #1,Greg Bear,3.59,420,1991-03-01,2732,Blank of Blank
The Tattered Banner,Society of the Sword #1,Duncan M. Hamilton (Goodreads Author),3.81,372,2013-03-02,2731,The Adjective Noun
The Hero Strikes Back,Hero #2,Moira J. Moore,3.76,308,2006-08-29,2731,None
Living Nightmare,Sentinel Wars #4,Shannon K. Butcher (Goodreads Author),4.26,344,2010-11-02,2730,None
Game Over,Daniel X #4,"James Patterson (Goodreads Author), Ned Rust",3.95,229,2022-09-11,2728,None
Färjan,N/A,Mats Strandberg (Goodreads Author),3.44,476,2016-02-03,2727,One Word
The Haunted,MacKinnon Curse #2,J.A. Templeton (Goodreads Author),4.23,214,2012-01-08,2727,The One Word
Ill Met in Lankhmar,Fafhrd and the Gray Mouser #1-2,Fritz Leiber,4.16,494,1991-12-01,2727,None
How the Dead Live,N/A,Will Self,3.59,404,2000-08-31,2725,None
Enter the Enchanted,Everworld #3,Katherine Applegate,3.86,169,1999-09-01,2725,None
Sunglasses After Dark,Sonja Blue #1,Nancy A. Collins (Goodreads Author),3.90,192,2000-04-01,2723,None
Draekora,The Medoran Chronicles #3,Lynette Noni (Goodreads Author),4.61,404,2017-04-01,2721,One Word
Her Dragon To Slay,Dragon Guards #1,Julia Mills (Goodreads Author),3.83,165,2013-11-19,2720,None
Hidden Talents,Talents #1,David Lubar,3.95,240,2007-02-06,2718,None
The Thirteen Hallows,Thirteen Hallows #1,"Michael Scott (Goodreads Author), Colette Freedman (Goodreads Author)",3.34,349,2011-12-06,2717,The Adjective Noun
The Water Witch,Fairwick Chronicles #2,"Juliet Dark (Pseudonym), Carol Goodman (Goodreads Author)",3.83,339,2012-09-13,2717,The Adjective Noun
Fire in Frost,Crystal Frost #1,Alicia Rades (Goodreads Author),3.89,,Published,2717,None
The Chimes,N/A,Anna Smaill (Goodreads Author),3.38,291,2015-02-12,2716,The One Word
Stakes & Stilettos,Immortality Bites #4,Michelle Rowen (Goodreads Author),3.99,384,2009-04-01,2715,None
BloodLust,Rise of the Iliri #1,Auryn Hadley (Goodreads Author),4.30,393,2016-04-02,2714,One Word
Orbus,Spatterjay #3,Neal Asher (Goodreads Author),4.22,438,1905-07-02,2714,One Word
A Cursed Embrace,Weird Girls #2,Cecy Robson (Goodreads Author),4.13,368,2013-07-02,2713,None
Lost Highlander,Lost Highlander #1,Cassidy Cayman (Goodreads Author),3.57,166,2013-06-30,2713,None
Witchlanders,N/A,Lena Coakley (Goodreads Author),3.69,400,2011-08-30,2711,One Word
Little Pilgrim's Progress: From John Bunyan's Classic,N/A,Helen L. Taylor,4.27,336,2006-02-01,2710,None
Arizona,Beautiful Dead #2,Eden Maguire,3.65,288,2009-10-15,2710,One Word
The Always War,N/A,Margaret Peterson Haddix,3.43,256,2011-11-15,2710,The Adjective Noun
Black Moon,Alpha Pack #3,J.D. Tyler (Goodreads Author),4.05,323,2012-12-04,2706,None
In Conquest Born,In Conquest Born #1,C.S. Friedman,3.89,530,2001-11-01,2706,None
Death: A Life,N/A,George Pendle,3.74,250,2008-09-30,2705,None
A Voyage to Arcturus,N/A,"David Lindsay, John Clute (Introduction), Loren Eiseley (Afterword)",3.58,274,2002-04-01,2704,None
The Road of the Dead,N/A,Kevin Brooks,3.81,368,2007-02-01,2703,Blank of Blank
Forgotten Truth,Truth #3,Dawn Cook,4.04,384,2003-11-25,2702,None
Alight,The Generations Trilogy #2,Scott Sigler (Goodreads Author),4.17,424,2016-04-05,2702,One Word
Twice-Told Tales,N/A,"Nathaniel Hawthorne, Rosemary Mahoney (Introduction)",3.90,432,2001-10-09,2699,None
Waifs and Strays,N/A,"Charles de Lint (Goodreads Author), Terri Windling (Preface by)",4.10,391,2004-06-17,2699,Blank and Blank
Heavenly,Heavenly #1,Jennifer Laurens (Goodreads Author),3.74,280,2009-06-01,2697,One Word
"D.Gray-man, Vol. 10",D.Gray-man #10,Katsura Hoshino,4.44,200,2008-08-05,2697,None
Soul Symmetry,Raven #3,J.L. Weil (Goodreads Author),4.20,268,2016-08-02,2697,None
"Sharpe's Skirmish: Richard Sharpe and the Defence of the Tormes, August 1812",Richard Sharpe #19,Bernard Cornwell (Goodreads Author),4.03,64,2002-09-03,2697,Blank of Blank
Cassandra's Challenge,Imperial #1,M.K. Eidem (Goodreads Author),4.22,721,2013-04-28,2696,None
"xxxHolic, Vol. 8",xxxHOLiC #8,"CLAMP, William Flanagan (Translator)",4.35,182,2006-12-12,2694,None
The Owl Who Was Afraid of the Dark,N/A,"Jill Tomlinson, Paul Howard",4.24,95,2004-01-03,2694,Blank of Blank
Rowan Hood: Outlaw Girl of Sherwood Forest,Rowan Hood #1,Nancy Springer (Goodreads Author),3.74,170,2002-09-16,2694,Blank of Blank
The Dreaming: Beyond the Shores of Night,The Dreaming #1-8,"Terry LaBan (Goodreads Author), Alisa Kwitney (Goodreads Author), Peter Hogan",4.12,208,1998-02-01,2694,Blank of Blank
Iron Hearted Violet,N/A,"Kelly Barnhill (Goodreads Author), Iacopo Bruno (Illustrations)",3.86,424,2012-10-09,2693,None
Complete Shorter Fiction,N/A,"Oscar Wilde, Isobel Murray (Editor)",4.15,288,1998-03-05,2692,None
L'armata perduta,N/A,Valerio Massimo Manfredi,3.86,413,2022-11-07,2691,None
Mercy Burns,Myth and Magic #2,Keri Arthur (Goodreads Author),4.03,352,2011-04-19,2690,None
K-Pax,K-Pax #1,Gene Brewer,4.09,256,2001-01-15,2689,One Word
Self,N/A,Yann Martel,3.43,331,2003-04-07,2689,One Word
Broken Visions,Shattered Promises #3,Jessica Sorensen (Goodreads Author),4.19,334,2014-04-28,2688,None
In the Ruins,Crown of Stars #6,Kate Elliott (Goodreads Author),3.88,606,2006-02-07,2686,None
The Fairy Rebel,N/A,"Lynne Reid Banks, William M. Geldart (Illustrator)",4.07,128,2004-01-13,2686,The Adjective Noun
The Naked God 1: Flight,"Night's Dawn #3, Part 1 of 2",Peter F. Hamilton (Goodreads Author),4.33,800,2000-11-01,2685,None
Interstellar Pig,Interstellar Pig #1,William Sleator,3.88,200,2001-12-06,2684,None
